IdMachine;Machine;Nom Appli;Nom long Appli;Type Machine;OS;Distribution;Environnement;Envt Déduit;Niveau de Service;Cpu;Ram (Go);Disque (Go);Cpu Pond.;Ram Pond. (Go);Disque Pond. (Go);Cpu+Ram/4;Heures Cpu;Code Domaine MDC;Libellé Domaine MDC;Statut
13351;CMVDL2750208;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13661;CMVDL2750212;;;VM;WINDOWS;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;100.00;2.00;4.00;100.00;3.00;;;;Actif
13663;CMVDL2750218;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;9.00;100.00;1.00;9.00;100.00;3.25;;;;Actif
13470;CMVDL2750219;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;5.00;150.00;1.00;5.00;150.00;2.25;;;;Actif
13407;CMVDL2750220;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;5.00;150.00;1.00;5.00;150.00;2.25;;;;Actif
13509;CMVDL2750222;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;6.00;70.00;2.00;6.00;70.00;3.50;;;;Actif
13447;CMVDL2750225;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;6.00;70.00;2.00;6.00;70.00;3.50;;;;Actif
13583;CMVDL2750229;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13581;CMVDL2750230;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13347;CMVDL2750231;SIREVA;SIREVA (SIREVA);VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;ACTION_SOCIALE;Action Sociale;Actif
13512;CMVDL2750232;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;4.00;4.00;70.00;4.00;4.00;70.00;5.00;;;;Actif
13455;CMVDL2750243;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13691;CMVDL2750244;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13321;CMVDL2750245;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
12557;CMVDL2751034;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;2.00;220.00;2.00;2.00;220.00;2.50;;;;Actif
12958;CMVDL2751040;;;VM;LINUX;Redhat_6.6;Hors Prod;;ARGENT;2.00;2.00;65.00;2.00;2.00;65.00;2.50;;;;Actif
12871;CMVDL2751041;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;55.00;2.00;4.00;55.00;3.00;;;;Actif
12873;CMVDL2751042;;;VM;LINUX;Redhat_6.9;Hors Prod;;ARGENT;2.00;4.00;145.00;2.00;4.00;145.00;3.00;;;;Actif
12968;CMVDL2751043;BAC;BAC (BAC);VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;145.00;2.00;4.00;145.00;3.00;;SNGC;SNGC;Actif
12892;CMVDL2751044;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
11114;CMVDW1740037;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;110.00;2.00;8.00;110.00;4.00;;;;Actif
11119;CMVDW1740044;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;10.00;100.00;2.00;10.00;100.00;4.50;;;;Actif
11082;CMVDW1740059;BNSF;Base Nationale de Signalement de Fraudes (BNSF);VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
10885;CMVDW1740060;BNSF;Base Nationale de Signalement de Fraudes (BNSF);VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;4.00;80.00;2.00;4.00;80.00;3.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
11083;CMVDW1740066;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;80.00;2.00;8.00;80.00;4.00;;;;Actif
11116;CMVDW1740071;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;100.00;2.00;8.00;100.00;4.00;;;;Actif
11071;CMVDW1740078;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;100.00;2.00;8.00;100.00;4.00;;;;Actif
13823;CMVIL2731031;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.333;2.667;247.667;1.333;2.667;247.667;2.00;;ACTION_SOCIALE;Action Sociale;Actif
13823;CMVIL2731031;CASSIOPINF;CASSIOPEE Infocentre (CASSIOPINF);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.333;2.667;247.667;1.333;2.667;247.667;2.00;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
13823;CMVIL2731031;SIREVA;SIREVA (SIREVA);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.333;2.667;247.667;1.333;2.667;247.667;2.00;;ACTION_SOCIALE;Action Sociale;Actif
13612;CMVIL2731035;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13608;CMVIL2731036;SIRHIUS;Syst d'Information Ressources Humaines Intégré Unifié Simplifé (SIRHIUS);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;1173.00;2.00;4.00;1173.00;3.00;;RH;RH;Actif
13820;CMVIL2731038;BNSFINF;BNSF Infocentre (BNSFINF);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.667;1.333;73.333;0.667;1.333;73.333;1.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
13820;CMVIL2731038;OGEDA;Outil de gestion des alertes (OGEDA);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.667;1.333;73.333;0.667;1.333;73.333;1.00;;RETRAITE_DROITS;Retraite Droits;Actif
13820;CMVIL2731038;OGEDAINF;OGEDA Infocentre (OGEDAINF);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.667;1.333;73.333;0.667;1.333;73.333;1.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
13601;CMVIL2731039;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;4.00;16.00;550.00;4.00;16.00;550.00;8.00;;;;Actif
13819;CMVIL2731041;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;;;Actif
13643;CMVIL2731042;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;STI_DEMAT;STI-Démat;Actif
13642;CMVIL2731046;DSNRP;DSNRP (DSNRP);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;4.00;13.00;260.00;4.00;13.00;260.00;7.25;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
13630;CMVIL2731050;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;170.00;2.00;4.00;170.00;3.00;;STI_DEMAT;STI-Démat;Actif
13619;CMVIL2731053;SITEINFCPP;Site Informationnel CPP (SITEINFCPP);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;170.00;2.00;4.00;170.00;3.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13631;CMVIL2731054;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;170.00;2.00;4.00;170.00;3.00;;;;Actif
13621;CMVIL2731056;SITEINFCPP;Site Informationnel CPP (SITEINFCPP);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;2.00;170.00;2.00;2.00;170.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13579;CMVIL2731060;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;120.00;2.00;4.00;120.00;3.00;;;;Actif
13625;CMVIL2731062;TRANSDATA;Transformation de la données (TRANSDATA);VM;LINUX;Redhat_6.6;Hors Prod;;ARGENT;4.00;4.00;330.00;4.00;4.00;330.00;5.00;;DRM;DRM;Actif
13635;CMVIL2731063;GEDPENIBIL;GED Pénibilité (GEDPENIBIL);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;170.00;2.00;4.00;170.00;3.00;;STI_DEMAT;STI-Démat;Actif
13639;CMVIL2731066;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.9;Hors Prod;;ARGENT;2.00;12.00;180.00;2.00;12.00;180.00;5.00;;RH;RH;Actif
13634;CMVIL2731067;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.9;Hors Prod;;ARGENT;2.00;12.00;180.00;2.00;12.00;180.00;5.00;;RH;RH;Actif
13623;CMVIL2731068;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.9;Hors Prod;;ARGENT;2.00;12.00;180.00;2.00;12.00;180.00;5.00;;RH;RH;Actif
13614;CMVIL2731069;SIRHIUS;Syst d'Information Ressources Humaines Intégré Unifié Simplifé (SIRHIUS);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;10.00;1765.00;2.00;10.00;1765.00;4.50;;RH;RH;Actif
13830;CMVIL2731071;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;4.00;700.00;2.00;4.00;700.00;3.00;;RH;RH;Actif
13828;CMVIL2731075;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;4.00;90.00;2.00;4.00;90.00;3.00;;STI_DEMAT;STI-Démat;Actif
13050;CMVIL2732033;PPASPOR;PPAS Portail Informationnel (PPASPOR);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;ACTION_SOCIALE;Action Sociale;Actif
13056;CMVIL2732037;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;;;Actif
13122;CMVIL2770035;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;8.00;70.00;2.00;8.00;70.00;4.00;;;;Actif
13431;CMVIL2770041;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;240.00;2.00;4.00;240.00;3.00;;;;Actif
13107;CMVIL2770045;EPTICA;EPTICA (EPTICA);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;80.00;2.00;4.00;80.00;3.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
13435;CMVIL2770046;WEBIRH;WEBIRH (WEBIRH);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;6.00;70.00;2.00;6.00;70.00;3.50;;RH;RH;Actif
13443;CMVIL2770047;OGEDA;Outil de gestion des alertes (OGEDA);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;4.00;120.00;2.00;4.00;120.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
13093;CMVIL2770048;OGEDA;Outil de gestion des alertes (OGEDA);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
13418;CMVIL2770049;;;VM;LINUX;Redhat_5.11;Hors Prod;;ARGENT;2.00;12.00;92.00;2.00;12.00;92.00;5.00;;;;Actif
13121;CMVIL2770051;;;VM;LINUX;Redhat_4.9;Hors Prod;;ARGENT;2.00;4.00;74.00;2.00;4.00;74.00;3.00;;;;Actif
13087;CMVIL2770074;;;VM;LINUX;Redhat_5.11;Hors Prod;;ARGENT;1.00;4.00;80.00;1.00;4.00;80.00;2.00;;;;Actif
13098;CMVIL2770075;;;VM;LINUX;Redhat_5.11;Hors Prod;;ARGENT;1.00;4.00;80.00;1.00;4.00;80.00;2.00;;;;Actif
13079;CMVIL2770084;;;VM;LINUX;Redhat_4.9;Hors Prod;;ARGENT;2.00;2.00;74.00;2.00;2.00;74.00;2.50;;;;Actif
13469;CMVIL2770087;BQR;Base Questions Réponses (BQR);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;0.667;1.333;23.333;0.667;1.333;23.333;1.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
13469;CMVIL2770087;EPTICA;EPTICA (EPTICA);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;0.667;1.333;23.333;0.667;1.333;23.333;1.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
13469;CMVIL2770087;SELF;Sercice En Ligne de Fichiers (SELF);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;0.667;1.333;23.333;0.667;1.333;23.333;1.00;;STI_OUTILS_PROD;STI-Outils PROD;Actif
13082;CMVIL2770089;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;8.00;100.00;2.00;8.00;100.00;4.00;;;;Actif
13094;CMVIL2770106;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;12.00;128.00;2.00;12.00;128.00;5.00;;;;Actif
13066;CMVIL2770108;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;7.00;88.00;2.00;7.00;88.00;3.75;;;;Actif
13080;CMVIL2770110;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;4.00;93.00;2.00;4.00;93.00;3.00;;;;Actif
9889;CMVIL2771044;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
9891;CMVIL2771047;;;VM;LINUX;Redhat_6.6;Hors Prod;;ARGENT;2.00;4.00;78.00;2.00;4.00;78.00;3.00;;;;Actif
13596;CMVIL2773039;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;8.00;70.00;2.00;8.00;70.00;4.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13715;CMVIL2773040;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;6.00;70.00;2.00;6.00;70.00;3.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13716;CMVIL2773044;GEDPENIBIL;GED Pénibilité (GEDPENIBIL);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;80.00;2.00;4.00;80.00;3.00;;STI_DEMAT;STI-Démat;Actif
13603;CMVIL2773045;CAREDAS;CAREDAS (CAREDAS);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;4.00;35.00;1.00;4.00;35.00;2.00;;STI_DEMAT;STI-Démat;Actif
13603;CMVIL2773045;GEDAS-ARCH;GEDAS-ARCHIVAGE (GEDAS-ARCH);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;4.00;35.00;1.00;4.00;35.00;2.00;;STI_DEMAT;STI-Démat;Actif
13711;CMVIL2773046;;;VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13668;CMVIL2773047;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;6.00;100.00;2.00;6.00;100.00;3.50;;;;Actif
11594;CMVIL2774030;;;VM;LINUX;CentOS_6.6;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13045;CMVIL2775031;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
13051;CMVIL2775039;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;;;Actif
13037;CMVIL2775041;SIREVA;SIREVA (SIREVA);VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;ACTION_SOCIALE;Action Sociale;Actif
13032;CMVIL2775042;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;95.00;2.00;4.00;95.00;3.00;;;;Actif
12754;CMVIL2776031;EPTICA;EPTICA (EPTICA);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;70.00;2.00;4.00;70.00;3.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
12732;CMVIL2776032;;;VM;LINUX;Redhat_5.11;Hors Prod;;ARGENT;1.00;4.00;80.00;1.00;4.00;80.00;2.00;;;;Actif
12759;CMVIL2776033;;;VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;1.00;4.00;100.00;1.00;4.00;100.00;2.00;;;;Actif
12748;CMVIL2776034;;;VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;1.00;4.00;100.00;1.00;4.00;100.00;2.00;;;;Actif
12772;CMVIL2776035;;;VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;1.00;4.00;100.00;1.00;4.00;100.00;2.00;;;;Actif
12751;CMVIL2776036;BQR;Base Questions Réponses (BQR);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;1.00;1.00;30.00;1.00;1.00;30.00;1.25;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
12751;CMVIL2776036;EPTICA;EPTICA (EPTICA);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;1.00;1.00;30.00;1.00;1.00;30.00;1.25;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
4994;CMVIL2778031;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;16.00;265.00;2.00;16.00;265.00;6.00;;;;Actif
12736;CMVIL2778032;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;8.00;215.00;2.00;8.00;215.00;4.00;;;;Actif
12729;CMVIL2778033;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;8.00;220.00;2.00;8.00;220.00;4.00;;;;Actif
2213;CMVIL2778034;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;4.00;98.00;1.00;4.00;98.00;2.00;;;;Actif
3700;CMVIL2778035;;;VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;12.00;113.00;2.00;12.00;113.00;5.00;;;;Actif
9866;CMVIW1732030;ESCAPADE;ESpace CollaborAtif de PArtage de DonnéEs (ESCAPADE);VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;170.00;2.00;8.00;170.00;4.00;;GDLC;GDLC;Actif
9865;CMVIW1732031;ESCAPADE;ESpace CollaborAtif de PArtage de DonnéEs (ESCAPADE);VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;1.00;8.00;180.00;1.00;8.00;180.00;3.00;;GDLC;GDLC;Actif
9852;CMVIW1732032;CAMPUS;ConnaissAnce Multi-ProcessUS (CAMPUS);VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;160.00;2.00;8.00;160.00;4.00;;GDLC;GDLC;Actif
9805;CMVIW1732033;CAMPUS;ConnaissAnce Multi-ProcessUS (CAMPUS);VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;180.00;2.00;8.00;180.00;4.00;;GDLC;GDLC;Actif
13213;CMVIW1742045;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;4.00;80.00;2.00;4.00;80.00;3.00;;;;Actif
13216;CMVIW1742064;;;VM;WINDOWS;Windows_2008;Hors Prod;;ARGENT;2.00;8.00;70.00;2.00;8.00;70.00;4.00;;;;Actif
10085;CMVQL2726032;SIRHIUS;Syst d'Information Ressources Humaines Intégré Unifié Simplifé (SIRHIUS);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;8.00;50.00;5234.00;8.00;50.00;5234.00;20.50;;RH;RH;Actif
10115;CMVQL2726033;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.50;3.50;194.50;0.50;3.50;194.50;1.375;;ACTION_SOCIALE;Action Sociale;Actif
10115;CMVQL2726033;CASSIOPINF;CASSIOPEE Infocentre (CASSIOPINF);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.50;3.50;194.50;0.50;3.50;194.50;1.375;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
10115;CMVQL2726033;EASYVISTA;Easyvista (EASYVISTA);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.50;3.50;194.50;0.50;3.50;194.50;1.375;;LCB;LCB hors Sinergi;Actif
10115;CMVQL2726033;SIREVA;SIREVA (SIREVA);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;0.50;3.50;194.50;0.50;3.50;194.50;1.375;;ACTION_SOCIALE;Action Sociale;Actif
10149;CMVQL2726039;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;100.00;2.00;4.00;100.00;3.00;;;;Actif
10075;CMVQL2726041;BNSFINF;BNSF Infocentre (BNSFINF);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;2.00;80.00;1.00;2.00;80.00;1.50;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
10075;CMVQL2726041;OGEDAINF;OGEDA Infocentre (OGEDAINF);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;1.00;2.00;80.00;1.00;2.00;80.00;1.50;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
10234;CMVQL2726042;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;4.00;20.00;380.00;4.00;20.00;380.00;9.00;;;;Actif
10135;CMVQL2726043;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;;;Actif
10212;CMVQL2726044;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;STI_DEMAT;STI-Démat;Actif
10144;CMVQL2726047;DSNRP;DSNRP (DSNRP);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;4.00;13.00;6661.20;4.00;13.00;6661.20;7.25;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
10067;CMVQL2726050;GOSSIP;Gestion Opérationnelle et Suivi du Système d'Information Pénibilité (GOSSIP);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;4.00;4.00;300.00;4.00;4.00;300.00;5.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
10143;CMVQL2726051;;;VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;;;Actif
10113;CMVQL2726052;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;170.00;2.00;4.00;170.00;3.00;;;;Actif
10154;CMVQL2726054;CAPTURE-BL;Capture Bleu Horizon (CAPTURE-BL);VM;LINUX;Redhat_6Server;Hors Prod;;ARGENT;2.00;4.00;220.00;2.00;4.00;220.00;3.00;;STI_DEMAT;STI-Démat;Actif
10211;CMVQL2726055;CAREDAS;CAREDAS (CAREDAS);VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;1.00;4.00;60.00;1.00;4.00;60.00;2.00;;STI_DEMAT;STI-Démat;Actif
10211;CMVQL2726055;GEDAS-ARCH;GEDAS-ARCHIVAGE (GEDAS-ARCH);VM;LINUX;CentOS_6.4;Hors Prod;;ARGENT;1.00;4.00;60.00;1.00;4.00;60.00;2.00;;STI_DEMAT;STI-Démat;Actif
10117;CMVQL2726062;TRANSDATA;Transformation de la données (TRANSDATA);VM;LINUX;Redhat_6.6;Hors Prod;;ARGENT;2.00;4.00;250.00;2.00;4.00;250.00;3.00;;DRM;DRM;Actif
10150;CMVQL2726065;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.9;Hors Prod;;ARGENT;2.00;12.00;280.00;2.00;12.00;280.00;5.00;;RH;RH;Actif
10152;CMVQL2726066;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;12.00;280.00;2.00;12.00;280.00;5.00;;RH;RH;Actif
10132;CMVQL2726067;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.4;Hors Prod;;ARGENT;2.00;12.00;270.00;2.00;12.00;270.00;5.00;;RH;RH;Actif
10083;CMVQL2726069;HRANALYTIC;SID-RH (HRANALYTIC);VM;LINUX;Redhat_6.9;Hors Prod;;ARGENT;2.00;10.00;950.00;2.00;10.00;950.00;4.50;;RH;RH;Actif
10098;CMVQL2726071;SDDS;SDDS (SDDS);VM;LINUX;Redhat_6.6;Hors Prod;;ARGENT;2.00;3.00;185.00;2.00;3.00;185.00;2.75;;SI_GIP_MDS_HORS_DSN;SI GIP-MDS hors DSN;Actif
10098;CMVQL2726071;UDS;UDS (UDS);VM;LINUX;Redhat_6.6;Hors Prod;;ARGENT;2.00;3.00;185.00;2.00;3.00;185.00;2.75;;SI_GIP_MDS_HORS_DSN;SI GIP-MDS hors DSN;Actif
10108;CMVQL2726081;AGATA;Attribution et Gestion de l'Allocation des Travailleurs de l'Amiante (AGATA);VM;LINUX;Redhat_7Server;Hors Prod;;ARGENT;2.00;13.00;370.00;2.00;13.00;370.00;5.25;;RISQUES_PROFESSIONNELS;SI CNAM-Risques Pro;Actif
11117;CMVQL2727032;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;;;Actif
11107;CMVQL2727033;;;VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;;;Actif
11436;CMVQL2760042;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;2.00;130.00;2.00;2.00;130.00;2.50;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
11562;CMVQL2760043;ELIPSE;Espace en LIgne Pénibilité Salarié Employeur (ELIPSE);VM;LINUX;CentOS_6Server;Hors Prod;;ARGENT;2.00;8.00;130.00;2.00;8.00;130.00;4.00;;SI_PENIBILITE;SI CNAM-Pénibilité;Actif
